especie_cod,especie,nombre_cientifico,genero,grupo,habito,arboreo,origen,confianza_origen,monumento_natural,decreto_mn,invasora,estado_conservacion_RCE
je1,Juncus effusus,Juncus effusus,Juncus,Monocotiledonea,Acuatica,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
ji1,Juncus involucratus,Juncus involucratus,Juncus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
jp,Juncus procerus,Juncus procerus,Juncus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ju,junco,Juncus sp.,Juncus,Monocotiledonea,Acuatica,No,Nativa,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
zu,Juncus stipulatus,Juncus stipulatus,Juncus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
J1,Junellia aretioides,Junellia aretioides,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Jb,Junellia bryoides,Junellia bryoides,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
J7,Junellia hystrix,Junellia hystrix,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Jv,Junellia lavandulaefolia,Junellia lavandulaefolia,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
J2,Pupusa,Junellia minima,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
J5,Junellia pappigera,Junellia pappigera,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Yw,Junellia selaginoides,Junellia selaginoides,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Js,Junellia spathulata,Junellia spathulata,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
M1,Junellia tridens,Junellia tridens,Junellia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
KA,frangel,Kageneckia angustifolia,Kageneckia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
KO,bollén,Kageneckia oblonga,Kageneckia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
KC,pacul,Krameria cistoidea,Krameria,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l12,Lachemilla sp.,Lachemilla sp.,Lachemilla,Latifoliada,Hierba,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
lv,Lactuca virosa,Lactuca virosa,Lactuca,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
Lm,Lampaya,Lampaya medicinalis,Lampaya,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
La,llaretilla,Laretia acaulis,Laretia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
lh,dicha,Lastarriaea chilensis,Lastarriaea,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l1,Lasthenia kunthii,Lasthenia kunthii,Lasthenia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
lx,Lathyrus sp.,Lathyrus sp.,Lathyrus,Latifoliada,Trepadora,No,Sin determinar,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
LP,tepa,Laurelia philippiana,Laurelia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
LS,laurel,Laurelia sempervirens,Laurelia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
L14,Lebetanthus myrsinites,Lebetanthus myrsinites,Lebetanthus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l13,Leontodon saxatilis,Leontodon saxatilis,Leontodon,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
Ls,salvia macho,Lepechinia salviae,Lepechinia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
lj,Lepidium angustissimum,Lepidium angustissimum,Lepidium,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ld1,Lepidium draba,Lepidium draba,Lepidium,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
li,Lepidium sp.,Lepidium sp.,Lepidium,Latifoliada,Hierba,No,Nativa,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
l15,Lepidium strictum,Lepidium strictum,Lepidium,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lc,Lepidophyllum cupressiforme,Lepidophyllum cupressiforme,Lepidophyllum,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lk,ciprés enano,Lepidothamnus fonkii,Lepidothamnus,Conifera,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l24,paladar de chancho,Leptinella scariosa,Leptinella,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l22,Leucanthemum vulgare,Leucanthemum vulgare,Leucanthemum,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
yñ,Leucheria menana,Leucheria menana,Leucheria,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l25,Leymus arenarius,Leymus arenarius,Leymus,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l16,Lilaeopsis macloviana,Lilaeopsis macloviana,Lilaeopsis,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
LC,litre,Lithraea caustica,Lithraea,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
lp2,Loasa placei,Loasa placei,Loasa,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
lt,ortiga brava,Loasa tricolor,Loasa,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ls,ortiga caballuna,Loasa triloba,Loasa,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Le,tabaco del diablo,Lobelia excelsa,Lobelia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l18,Lobelia oligophylla,Lobelia oligophylla,Lobelia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lp,tabaco del diablo,Lobelia polyphylla,Lobelia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lt,tupa,Lobelia tupa,Lobelia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l19,Lolium multiflorum,Lolium multiflorum,Lolium,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
lr1,Lolium rigidum,Lolium rigidum,Lolium,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
LD,avellanillo,Lomatia dentata,Lomatia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
LF,fuinque,Lomatia ferruginea,Lomatia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
LH,radal,Lomatia hirsuta,Lomatia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
lr,Lophochloa cristata,Lophochloa cristata,Lophochloa,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
L11,Tajana,Lophopappus tarapacanus,Lophopappus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
kk,palmilla,Lophosoria quadripinnata,Lophosoria,Helecho,Helecho,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
lc,alfalfa chilota,Lotus corniculatus,Lotus,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
l20,Lotus subpinnatus,Lotus subpinnatus,Lotus,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
LA,arrayán,Luma apiculata,Luma,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
LZ,chequén,Luma chequen,Luma,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
L12,Lupinus arboreus,Lupinus arboreus,Lupinus,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
lp,lupino,Lupinus luteus,Lupinus,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
lo,Lupinus microcarpus,Lupinus microcarpus,Lupinus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
L13,Lupinus sp.,Lupinus sp.,Lupinus,Latifoliada,Arbusto,No,Sin determinar,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
l23,Luzuriaga marginata,Luzuriaga marginata,Luzuriaga,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lr,quilineja,Luzuriaga radicans,Luzuriaga,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lh,Lycium chilense,Lycium chilense,Lycium,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
l28,Lycium humile,Lycium humile,Lycium,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
L15,Lycium leiostemum,Lycium leiostemum,Lycium,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lx,carpiche,Lycium minutifolium,Lycium,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Lr1,Lycium rachidocladum,Lycium rachidocladum,Lycium,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Yy,Lycium stenophyllum,Lycium stenophyllum,Lycium,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ly,Lycopersicon chilense,Lycopersicon chilense,Lycopersicon,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
mf,"madi, melosa",Madia chilensis,Madia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ms2,Madia sativa,Madia sativa,Madia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
mC1,Maihueniopsis camachoi,Maihueniopsis camachoi,Maihueniopsis,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
mC2,Maihueniopsis conoidea,Maihueniopsis conoidea,Maihueniopsis,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ms,Malva nicaeensis,Malva nicaeensis,Malva,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
m24,Malva sp.,Malva sp.,Malva,Latifoliada,Hierba,No,Exotica,media,No,No aplica,No,Sin dato - no verificado en RCE
mg,Marsippospermum grandiflorum,Marsippospermum grandiflorum,Marsippospermum,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
mr1,Marsippospermum reichei,Marsippospermum reichei,Marsippospermum,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
MB,maitén,Maytenus boaria,Maytenus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Md,maitén chico,Maytenus disticha,Maytenus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
MM,leñadura,Maytenus magellanica,Maytenus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
my,hualputra,Medicago polymorpha,Medicago,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
al,alfalfa,Medicago sativa,Medicago,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
m16,Mesembryanthemum crystallinum,Mesembryanthemum crystallinum,Mesembryanthemum,Latifoliada,Suculenta,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
m17,Mesembryanthemum nodiflorum,Mesembryanthemum nodiflorum,Mesembryanthemum,Latifoliada,Suculenta,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
m25,Microphyes litoralis,Microphyes litoralis,Microphyes,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
mt,Montiopsis trifida,Montiopsis trifida,Montiopsis,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
MV,Pacama,Morella pavonis,Morella,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
mn,almizcle,Moscharia pinnatifida,Moscharia,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Mh,"quilo, mollaca",Muehlenbeckia hastulata,Muehlenbeckia,Latifoliada,Trepadora,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
m22,Muhlenbergia peruviana,Muhlenbergia peruviana,Muhlenbergia,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
M12,Mulguraea arequipensis,Mulguraea arequipensis,Mulguraea,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Mm,neneo,Mulinum ulicinum,Mulinum,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Mg,orocoipo,Myoschilos oblonga,Myoschilos,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ME,pitra,Myrceugenia exsucca,Myrceugenia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
MP,picha picha,Myrceugenia planipes,Myrceugenia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Xi,Myrcianthes coquimbensis,Myrcianthes coquimbensis,Myrcianthes,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
mq,Myriophyllum aquaticum,Myriophyllum aquaticum,Myriophyllum,Latifoliada,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Mn,daudapo,Myrteola nummularia,Myrteola,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Nb,Nardophyllum bryoides,Nardophyllum bryoides,Nardophyllum,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Nl,Nardophyllum lanatum,Nardophyllum lanatum,Nardophyllum,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
nl,Nassauvia aculeata,Nassauvia aculeata,Nassauvia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Nx,calahuala,Nassauvia axillaris,Nassauvia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n17,Nassauvia cumingii,Nassauvia cumingii,Nassauvia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
na,Nassauvia pyramidalis,Nassauvia pyramidalis,Nassauvia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
nc,coironcillo,Nassella chilensis,Nassella,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n18,Nassella gigantea,Nassella gigantea,Nassella,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
nv,Nassella laevissima,Nassella laevissima,Nassella,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n19,Nassella pungens,Nassella pungens,Nassella,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n20,Nassella sp.,Nassella sp.,Nassella,Monocotiledonea,Graminea,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
n28,Nasturtium officinale,Nasturtium officinale,Nasturtium,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
ng,coralito,Nertera granadensis,Nertera,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
y5,Neuontobotrys lanata,Neuontobotrys lanata,Neuontobotrys,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n12,Neuontobotrys linearifolia,Neuontobotrys linearifolia,Neuontobotrys,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n14,Neuontobotrys tarapacana,Neuontobotrys tarapacana,Neuontobotrys,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
nc1,Nicoraepoa chonotica,Nicoraepoa chonotica,Nicoraepoa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n29,Nicoraepoa robusta,Nicoraepoa robusta,Nicoraepoa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ns1,Nicoraepoa subenervis,Nicoraepoa subenervis,Nicoraepoa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
xn,Nolana acuminata,Nolana acuminata,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ol,Nolana albescens,Nolana albescens,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n24,Nolana aplocaryoides,Nolana aplocaryoides,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
nb,Nolana baccata,Nolana baccata,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N5,Nolana carnosa,Nolana carnosa,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N11,Nolana clivicola,Nolana clivicola,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N1,Suaeda multiflora,Nolana crassulifolia,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Nd,suspiro,Nolana divaricata,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Nf,suspiro,Nolana filifolia,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ga,suspiro,Nolana glauca,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N6,Nolana incana,Nolana incana,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N12,Nolana inconspicua,Nolana inconspicua,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n25,Nolana jaffuelii,Nolana jaffuelii,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ns,suspiro,Nolana leptophylla,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n27,Nolana mollis,Nolana mollis,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Np,sosa,Nolana peruviana,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n23,Nolana pterocarpa,Nolana pterocarpa,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N8,Nolana ramosissima,Nolana ramosissima,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Nr,suspiro,Nolana rostrata,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
On,Nolana salsoloides,Nolana salsoloides,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ne,suspiro,Nolana sedifolia,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N9,Nolana sphaerophylla,Nolana sphaerophylla,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
n22,Nolana tarapacana,Nolana tarapacana,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N15,Nolana villosa,Nolana villosa,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
N3,Nolana werdermannii,Nolana werdermannii,Nolana,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
NR,ruil,Nothofagus alessandrii,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,Sí,D.S. 13/1995 MINAGRI,No aplica,En Peligro Crítico
NA,raulí,Nothofagus alpina,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
NT,ñirre,Nothofagus antarctica,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
NB,coihue de magallanes,Nothofagus betuloides,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ND,coihue,Nothofagus dombeyi,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
NG,hualo,Nothofagus glauca,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Vulnerable
NM,roble de santiago,Nothofagus macrocarpa,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Vulnerable
NN,coihue de chiloé,Nothofagus nitida,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
NO,roble,Nothofagus obliqua,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
NP,lenga,Nothofagus pumilio,Nothofagus,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
oq,Oenothera coquimbensis,Oenothera coquimbensis,Oenothera,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Op,rabo de zorra,Ophryosporus paradoxus,Ophryosporus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Oy,Ophryosporus pinifolius,Ophryosporus pinifolius,Ophryosporus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ot,rabo de zorra,Ophryosporus triangularis,Ophryosporus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
oM,tunilla,Opuntia miquelii,Opuntia,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
oB,leoncillo,Opuntia sphaerica,Opuntia,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
oo,Oreobolus obtusangulus,Oreobolus obtusangulus,Oreobolus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
oL,Oreocereus leucotrichus,Oreocereus leucotrichus,Oreocereus,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Om,radal enano,Orites myrtoidea,Orites,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pg,culén,Otholobium glandulosum,Otholobium,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Oa,traro,Ovidia andina,Ovidia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Oi,pillo pillo,Ovidia pillopillo,Ovidia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ox,Oxalis gigantea,Oxalis gigantea,Oxalis,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
O10,Oxalis virgosa,Oxalis virgosa,Oxalis,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
oa,Pako,Oxychloë andina,Oxychloë,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
o16,Oxychloë haumaniana,Oxychloë haumaniana,Oxychloë,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
O11,Oxyphyllum ulicinum,Oxyphyllum ulicinum,Oxyphyllum,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
o19,Oxytheca dendroidea,Oxytheca dendroidea,Oxytheca,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
p54,Pappostipa sp.,Pappostipa sp.,Pappostipa,Monocotiledonea,Graminea,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pk,Pulika,Parastrephia lepidophylla,Parastrephia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Pu,Tola de agua,Parastrephia lucida,Parastrephia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
P7,Parastrephia phyliciformis,Parastrephia phyliciformis,Parastrephia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
